#CLAVE,  CARR,  CAL1, CAL2, PUNTOS, ORD, EXT
FS109, CIV, 0, 90, 50, 95, 
FS105, COM, 50, 50, 40, 70, 
FS101, CEL, 40, 5, 40, 54, 
FS105, CIV, 64, 85, 28, 73, 
FS104, MEL, 100, 79, 30, 84, 
FS107, CEL, 29, 47, 40, 63, 
FS102, IND, 20, 0, 0, 6, 
FS105, MEL, 57, 70, 27, 65, 
FS102, COM, 30, 8, 35, 46, 53
FS102, CEL, 80, 50, 37, 76, 
FS108, CEL, 46, 56, 40, 71, 
FS202, CEL, 30, 22, 40, 56, 
FS105, CEL, 43, 60, 38, 69, 
FS107, CEL, 29, 67, 40, 69, 
FS105, CEL, 50, 45, 36, 64, 
FS202, MEL, 20, 22, 40, 53, 
FS101, CEL, 30, 30, 40, 60, 
FS103, MEL, 64, 80, 40, 83, 
FS107, MEL, 64, 93, 37, 84, 
FS105, MEL, 57, 95, 25, 71, 
FS101, CIV, 0, 0, 40, 40, 
FS102, CEL, 20, 0, 0, 6, 
FS105, IQU, 93, 100, 40, 98, 
FS109, CEL, 0, 0, 20, 20, 
FS101, CEL, 30, 0, 20, 29, 
FS202, CEL, 50, 44, 35, 63, 
FS202, CEL, 20, 0, 40, 46, 
FS102, IQU, 100, 67, 40, 90, 
FS102, TOP, 40, 0, 0, 12, 
FS105, COM, 50, 55, 40, 72, 
FS103, MEL, 50, 67, 40, 75, 
FS101, CEL, 25, 0, 10, 18, 
FS102, COM, 20, 33, 40, 56, 
FS109, CEL, 0, 33, 45, 62, 
FS109, CIV, 0, 75, 45, 82, 
FS101, CIV, 40, 40, 40, 64, 
FS105, IQU, 0, 0, 20, 20, 
FS101, CIV, 25, 50, 40, 62, 
FS109, CIV, 0, 60, 35, 65, 
FS102, INF, 100, 25, 40, 78, 
FS102, COM, 40, 8, 40, 54, 
FS108, CEL, 69, 63, 0, 40, 
FS102, COM, 70, 42, 40, 74, 
FS102, INF, 50, 25, 40, 62, 
FS103, CIV, 71, 33, 40, 71, 
FS108, CEL, 46, 19, 35, 54, 74
FS105, MEL, 71, 80, 38, 83, 
FS107, MEL, 57, 67, 40, 77, 
FS102, CEL, 40, 0, 37, 49, 
FS105, CIV, 7, 85, 18, 46, 
FS104, MEL, 92, 50, 40, 83, 
FS109, QUI, 0, 71, 47, 82, 
FS109, QUI, 0, 62, 90, 100, 
FS104, MEL, 83, 57, 40, 82, 
FS109, CEL, 0, 80, 27, 67, 
FS105, CEL, 21, 85, 35, 67, 
FS107, CEL, 29, 80, 40, 73, 
FS101, IND, 40, 0, 0, 12, 
FS103, CIV, 79, 73, 37, 83, 
FS105, IND, 50, 65, 40, 74, 
FS202, CEL, 70, 11, 35, 60, 
FS105, IND, 43, 80, 36, 73, 
FS101, INF, 40, 50, 40, 67, 
FS109, CIV, 0, 48, 50, 74, 
FS101, CIV, 60, 45, 40, 72, 
FS102, INF, 40, 33, 40, 62, 
FS105, QUI, 14, 40, 40, 56, 
FS105, CIV, 93, 50, 35, 78, 
FS103, MEL, 71, 33, 36, 67, 
FS105, CIV, 86, 90, 40, 93, 
FS102, COM, 20, 25, 40, 54, 
FS202, CEL, 20, 44, 35, 54, 73
FS103, MEL, 50, 13, 40, 60, 
FS109, QUI, 0, 0, 50, 50, 
FS102, CEL, 0, 25, 0, 8, 
FS102, CEL, 10, 25, 36, 46, 53
FS102, FIS, 40, 25, 15, 34, 
FS202, MEL, 40, 22, 40, 60, 
FS105, IQU, 50, 50, 40, 70, 
FS202, MEL, 70, 45, 40, 74, 
FS104, MEL, 100, 86, 40, 96, 
FS105, COM, 71, 45, 40, 75, 
FS105, QUI, 50, 30, 40, 64, 
FS105, FIS, 86, 75, 30, 78, 
FS102, CEL, 90, 42, 40, 80, 
FS107, MEL, 71, 73, 19, 62, 
FS202, MEL, 10, 22, 40, 50, 
FS102, COM, 60, 25, 40, 66, 
FS109, TOP, 0, 48, 50, 74, 
FS101, TOP, 25, 45, 30, 51, 
FS109, CIV, 0, 71, 50, 86, 
FS101, CIV, 75, 60, 40, 80, 
FS105, CEL, 64, 75, 25, 67, 
FS102, IND, 0, 0, 40, 40, 
FS102, QUI, 30, 0, 40, 49, 
FS101, CEL, 30, 0, 20, 29, 
FS101, CEL, 30, 60, 40, 67, 
FS109, QUI, 0, 57, 50, 78, 
FS109, CIV, 0, 62, 50, 81, 
FS101, CIV, 25, 55, 40, 64, 
FS202, MEL, 30, 22, 30, 46, 64
FS202, MEL, 20, 45, 40, 60, 
FS105, MEL, 50, 75, 25, 62, 
FS103, MEL, 43, 40, 40, 65, 
FS101, CIV, 45, 50, 39, 68, 
FS102, QUI, 70, 25, 30, 60, 
FS104, CIV, 92, 100, 40, 98, 
FS101, IND, 70, 45, 28, 62, 
FS102, IND, 20, 0, 0, 6, 
FS105, IQU, 64, 45, 40, 73, 
FS102, CEL, 20, 17, 40, 51, 
FS103, CIV, 43, 53, 34, 63, 
FS202, MEL, 10, 44, 35, 51, 
FS105, CIV, 43, 75, 23, 60, 
FS102, COM, 30, 25, 40, 56, 
FS105, CIV, 43, 75, 18, 53, 57
FS102, COM, 60, 17, 10, 33, 
FS105, COM, 57, 70, 39, 77, 
FS202, CEL, 30, 33, 40, 60, 
FS103, CIV, 86, 73, 40, 88, 
FS109, CIV, 0, 76, 50, 88, 
FS105, CEL, 29, 45, 40, 62, 
FS107, CEL, 36, 60, 37, 66, 
FS102, COM, 30, 17, 40, 54, 
FS102, IND, 40, 8, 40, 54, 
FS101, CEL, 35, 45, 40, 64, 
FS109, CEL, 0, 48, 39, 63, 
FS108, CEL, 77, 81, 40, 87, 
FS101, INF, 35, 35, 33, 54, 50
FS109, CEL, 0, 33, 50, 66, 
FS102, TOP, 40, 17, 40, 57, 
FS107, CEL, 64, 93, 40, 87, 
FS107, MEL, 86, 93, 40, 94, 
FS105, MEL, 86, 60, 35, 79, 
FS105, MEL, 71, 65, 40, 81, 
FS105, IND, 79, 85, 40, 89, 
FS102, COM, 70, 25, 40, 68, 
FS103, MEL, 43, 33, 40, 63, 
FS102, INF, 40, 17, 30, 47, 
FS105, CEL, 36, 35, 32, 53, 33
FS102, INF, 40, 50, 40, 67, 
FS108, CEL, 46, 50, 0, 29, 
FS102, COM, 0, 0, 40, 40, 
FS104, CIV, 83, 43, 38, 76, 
FS102, CEL, 30, 25, 40, 56, 
FS101, CEL, 35, 30, 40, 60, 
FS102, COM, 50, 33, 40, 65, 
FS101, CEL, 35, 50, 40, 66, 
FS102, IQU, 50, 42, 39, 67, 
FS103, MEL, 43, 20, 40, 60, 
FS105, QUI, 36, 0, 10, 21, 
FS104, MEL, 92, 79, 40, 91, 
FS102, IQU, 50, 33, 40, 65, 
FS102, COM, 60, 8, 40, 60, 
FS107, MEL, 64, 87, 38, 83, 
FS102, CEL, 50, 33, 40, 65, 
FS109, BIM, 0, 52, 45, 71, 
FS102, QUI, 70, 42, 40, 74, 
FS105, COM, 64, 50, 38, 72, 
FS105, IND, 79, 70, 31, 76, 
FS105, COM, 57, 25, 38, 63, 
FS101, LIFI, 40, 0, 0, 12, 
FS105, CIV, 64, 85, 40, 85, 
FS102, CEL, 10, 33, 33, 46, 53
FS105, COM, 43, 60, 40, 71, 
FS107, MEL, 100, 87, 40, 96, 
FS102, IQU, 80, 17, 40, 69, 
FS102, QUI, 40, 0, 0, 12, 
FS105, IND, 71, 65, 34, 75, 
FS105, CIV, 86, 90, 40, 93, 
FS105, IQU, 57, 80, 32, 73, 
FS101, QFB, 55, 65, 28, 64, 
FS102, FIS, 100, 92, 40, 98, 
FS108, CEL, 54, 44, 0, 29, 
FS202, CEL, 40, , 40, 52, 
FS104, MEL, 85, 79, 30, 79, 
FS102, QUI, 20, 0, 15, 21, 
FS103, CIV, 86, 73, 40, 88, 
FS108, CEL, 54, 69, 40, 77, 
FS102, COM, 30, 25, 40, 56, 
FS102, CEL, 20, 25, 40, 54, 56
FS105, IND, 50, 55, 37, 68, 
FS104, MEL, 100, 86, 40, 96, 
FS105, IND, 71, 90, 28, 76, 
FS108, CEL, 46, 63, 30, 63, 
FS103, MEL, 21, 33, 39, 55, 37
FS105, MEL, 79, 60, 26, 68, 
FS102, , 20, 17, 40, 51, 
FS102, IND, 30, 0, 0, 9, 
FS102, IND, 10, 25, 40, 50, 71
FS102, QUI, 40, 42, 25, 50, 
FS104, MEL, 100, 93, 40, 98, 
FS105, COM, 0, 0, 30, 30, 
FS102, CEL, 70, 25, 40, 68, 
FS104, MEL, 100, 64, 40, 89, 
FS104, MEL, 92, 100, 40, 98, 
FS105, CEL, 29, 40, 10, 31, 
FS107, CEL, 36, 33, 0, 21, 
FS101, CEL, 20, 40, 36, 54, 58
FS102, INF, 40, 17, 38, 55, 
FS102, CEL, 30, 0, 40, 49, 
FS108, CEL, 54, 38, 34, 62, 
FS109, CEL, 0, 67, 44, 78, 
FS105, CEL, 71, 80, 40, 85, 
FS107, CEL, 79, 87, 40, 90, 
FS104, MEL, 83, 93, 0, 53, 
FS102, IQU, 0, 25, 40, 48, 
FS104, CIV, 67, 57, 40, 77, 
FS107, , 21, 53, 36, 60, 
FS102, IQU, 60, 33, 34, 62, 
FS103, MEL, 43, 0, 0, 13, 
FS103, MEL, 71, 0, 0, 21, 
FS102, INF, 30, 8, 40, 51, 
FS202, CEL, 30, 50, 0, 24, 
FS108, CEL, 46, 63, 0, 33, 
FS109, CEL, 0, 62, 50, 81, 
FS102, COM, 70, 17, 40, 66, 
FS101, CEL, 20, 15, 0, 10, 
FS104, MEL, 92, 86, 40, 93, 
FS101, CEL, 90, 65, 24, 70, 
FS103, CIV, 79, 53, 35, 75, 
FS103, MEL, 29, 60, 38, 65, 
FS102, CEL, 20, 42, 40, 60, 
FS101, CIV, 50, 35, 33, 60, 
FS102, IND, 30, 50, 40, 64, 
FS104, CIV, 92, 64, 31, 78, 
FS104, CIV, 100, 86, 40, 96, 
FS103, MEL, 64, 47, 40, 73, 
FS101, TOP, 70, 75, 40, 84, 
FS109, TOP, 0, 43, 50, 72, 
FS103, CIV, 43, 40, 29, 54, 
FS105, CIV, 79, 60, 29, 71, 
FS104, CIV, 92, 57, 30, 75, 
FS105, COM, 36, 25, 15, 33, 49
FS102, IQU, 100, 50, 39, 84, 
FS202, MEL, 30, 44, 37, 60, 
FS105, CEL, 79, 75, 25, 71, 
FS102, COM, 60, 75, 40, 80, 
FS102, IQU, 70, 42, 40, 74, 
FS107, MEL, 50, 13, 40, 60, 
FS202, MEL, 40, 56, 40, 69, 
FS102, IND, 30, 33, 40, 60, 
FS102, TOP, 40, 25, 40, 60, 
FS101, TOP, 45, 40, 40, 66, 
FS105, COM, 64, 95, 40, 88, 
FS105, QUI, 50, 50, 40, 70, 
FS102, IND, 20, 0, 28, 34, 65
FS202, CEL, 40, 30, 0, 21, 
FS107, CEL, 57, 40, 40, 69, 
FS102, COM, 10, 42, 40, 56, 51
FS104, MEL, 92, 93, 30, 86, 
FS105, IND, 50, 65, 40, 74, 
FS102, IND, 0, 33, 40, 50, 
FS101, QFB, 30, 60, 40, 67, 
FS105, MEL, 79, 85, 34, 83, 
FS107, MEL, 64, 87, 40, 85, 
FS102, CEL, 30, 17, 0, 14, 
FS101, TOP, 80, 50, 21, 60, 
FS107, MEL, 57, 47, 35, 66, 
FS101, CIV, 80, 60, 40, 82, 
FS109, CIV, 0, 71, 38, 74, 
FS105, IND, 64, 90, 37, 83, 
FS102, INF, 30, 17, 40, 54, 
FS102, IND, 40, 0, 37, 49, 
FS108, CEL, 15, 0, 0, 4, 
FS102, CEL, 40, 0, 40, 52, 
FS102, IQU, 60, 17, 40, 63, 
FS102, IQU, 100, 75, 40, 92, 
FS103, CIV, 67, 60, 36, 74, 
FS105, CEL, 36, 80, 32, 67, 
FS107, CEL, 7, 40, 40, 54, 
FS104, MEL, 100, 100, 40, 100, 
FS102, COM, 0, 0, 40, 40, 
FS101, CIV, 80, 45, 40, 78, 
FS105, MEL, 64, 85, 25, 70, 
FS107, MEL, 50, 75, 40, 78, 
FS102, CEL, 30, 17, 40, 54, 45
FS102, CEL, 40, 67, 32, 64, 
FS107, MEL, 86, 100, 40, 96, 
FS102, INF, 50, 0, 0, 15, 
FS202, MEL, 10, 22, 40, 50, 
FS102, INF, 80, 42, 40, 77, 
FS103, CIV, 50, 20, 40, 61, 
FS103, CIV, 71, 53, 40, 77, 
FS105, IND, 64, 90, 38, 84, 
FS108, CEL, 38, 75, 37, 71, 
FS104, MEL, 92, 100, 23, 81, 
FS102, CEL, 40, 33, 28, 50, 43
FS104, MEL, 100, 50, 40, 85, 
FS101, CIV, 40, 60, 40, 70, 
FS109, CIV, 0, 65, 35, 68, 
FS105, CIV, 57, 65, 23, 60, 
FS103, MEL, 71, 60, 40, 79, 
FS108, CEL, 23, 50, 33, 55, 54
FS107, CEL, 40, 40, 40, 64, 
FS108, CEL, 46, 75, 32, 68, 
FS102, IQU, 80, 25, 40, 72, 
FS102, CEL, 20, 17, 40, 51, 
FS103, MEL, 57, 0, 0, 17, 
FS102, TOP, 40, 42, 40, 65, 
FS108, CEL, 23, 81, 38, 69, 
FS202, CEL, 40, 44, 40, 65, 
FS102, INF, 50, 42, 40, 68, 
FS105, QUI, 36, 65, 40, 70, 
FS102, IND, 0, 17, 0, 5, 
FS101, CEL, 40, 30, 0, 21, 
FS109, CEL, 0, 48, 41, 65, 
FS103, MEL, 36, 13, 25, 40, 
FS105, CEL, 36, 50, 40, 66, 
FS107, CEL, 29, 80, 0, 33, 56
FS202, CEL, 30, 0, 0, 9, 
FS105, CEL, 43, 75, 39, 74, 
FS107, CEL, 57, 67, 40, 77, 
FS109, CIV, 0, 57, 38, 66, 
FS101, COM, 95, 85, 34, 88, 
FS109, CIV, 0, 85, 40, 82, 
FS101, CIV, 60, 70, 40, 79, 
FS102, IND, 80, 25, 40, 72, 
FS109, QUI, 0, 48, 100, 100, 
FS108, CEL, 69, 75, 39, 82, 
FS107, CEL, 93, 100, 40, 98, 
FS102, COM, 20, 17, 40, 51, 
FS107, MEL, 93, 73, 40, 90, 
FS102, IND, 0, 0, 40, 40, 
FS105, CEL, 29, 90, 40, 76, 
FS107, CEL, 36, 60, 40, 69, 
FS101, CEL, 50, 45, 40, 68, 
FS109, CEL, 0, 38, 50, 69, 
FS102, IQU, 40, 42, 40, 65, 
FS104, CIV, 100, 86, 40, 96, 
FS104, CIV, 100, 86, 18, 74, 
FS107, , 50, 0, 0, 15, 
FS102, COM, 40, 67, 40, 72, 
FS102, IQU, 90, 17, 40, 72, 
FS102, COM, 60, 17, 35, 60, 
FS102, COM, 90, 58, 40, 84, 
FS101, LIFI, 70, 55, 0, 38, 
FS105, COM, 43, 60, 40, 71, 
FS108, CEL, 54, 69, 0, 37, 
FS105, IQU, 43, 55, 20, 49, 60
FS105, IND, 21, 60, 40, 64, 
FS202, CEL, 50, 0, 10, 25, 
FS107, MEL, 64, 80, 40, 83, 
FS105, MEL, 64, 85, 40, 85, 
FS105, IQU, 86, 75, 30, 78, 
FS109, TOP, 0, 43, 47, 68, 
FS105, COM, 71, 70, 39, 81, 
FS108, CEL, 15, 63, 32, 55, 
FS103, CIV, 29, 53, 30, 55, 62
FS101, QFB, 40, 50, 40, 67, 
FS103, MEL, 57, 67, 38, 75, 
FS109, CEL, 0, 29, 46, 60, 
FS102, IND, 80, 58, 40, 81, 
FS105, COM, 43, 50, 39, 67, 
FS108, CEL, 54, 44, 31, 60, 
FS101, CEL, 25, 40, 30, 50, 40
FS105, CEL, 57, 45, 36, 67, 
FS104, CIV, 100, 100, 40, 100, 
FS102, QUI, 50, 42, 40, 68, 
FS103, CIV, 50, 0, 0, 15, 
FS105, FIS, 86, 95, 0, 54, 
FS102, QUI, 30, 42, 0, 22, 38
FS105, IQU, 21, 25, 25, 39, 40
FS105, CEL, 57, 55, 40, 74, 
FS107, CEL, 93, 67, 40, 88, 
FS105, CEL, 50, 75, 10, 48, 
FS107, CEL, 0, 100, 0, 30, 
FS104, MEL, 58, 43, 40, 70, 
FS105, IND, 43, 35, 15, 38, 
FS105, IQU, 43, 50, 40, 68, 
FS105, IQU, 50, 0, 0, 15, 
FS105, IQU, 57, 80, 40, 81, 
FS102, INF, 70, 17, 36, 62, 
FS103, CIV, 79, 87, 40, 90, 
FS105, IND, 79, 75, 20, 66, 
FS105, COM, 50, 40, 40, 67, 
FS104, MEL, 92, 93, 40, 96, 
FS105, IND, 50, 80, 38, 77, 
FS202, FIS, 30, 0, 0, 9, 
FS102, CEL, 20, 25, 40, 54, 62
FS102, IQU, 90, 8, 40, 69, 
FS102, IQU, 80, 58, 40, 81, 
FS101, TOP, 60, 60, 40, 76, 
FS109, TOP, 0, 48, 50, 74, 
FS104, MEL, 50, 43, 37, 65, 
FS104, CIV, 100, 100, 40, 100, 
FS105, IND, 86, 85, 19, 70, 
FS105, CEL, 64, 60, 40, 77, 
FS107, CEL, 71, 20, 40, 67, 
FS102, INF, 70, 58, 40, 78, 
FS105, CIV, 86, 40, 40, 78, 
FS102, , 70, 25, 40, 68, 
FS104, MEL, 100, 93, 35, 93, 
FS102, IQU, 20, 0, 0, 6, 
FS102, CEL, 70, 33, 40, 71, 
FS102, IND, 40, 8, 30, 44, 
FS105, COM, 86, 55, 40, 82, 
FS101, COM, 95, 80, 40, 92, 
FS102, IND, 30, 8, 40, 51, 
FS105, COM, 0, 0, 12, 12, 
FS104, MEL, 92, 100, 31, 89, 
FS102, IND, 80, 50, 40, 79, 
FS109, QUI, 0, 48, 50, 74, 
FS102, IND, 30, , 0, 9, 
FS105, CEL, 36, 35, 40, 61, 
FS107, CEL, 57, 53, 38, 71, 
FS103, MEL, 79, 87, 40, 90, 
FS105, CEL, 64, 75, 40, 82, 
FS103, MEL, 43, 20, 0, 19, 
FS104, MEL, 100, 50, 35, 80, 
FS105, COM, 36, 65, 40, 70, 
FS105, IQU, 21, 15, 37, 48, 51
FS101, CIV, 50, 60, 28, 61, 
FS202, CEL, 40, 22, 40, 60, 
FS105, IND, 57, 85, 23, 66, 
FS202, MEL, 40, 33, 25, 47, 
FS103, MEL, 36, 73, 36, 69, 
FS105, IND, 50, 55, 40, 72, 
FS104, CIV, 92, 43, 40, 80, 
FS104, MEL, 100, 71, 40, 91, 
FS202, FIS, 50, 56, 0, 32, 47
FS107, CEL, 21, 27, 40, 54, 
FS101, CIV, 55, 55, 40, 73, 
FS109, CIV, 0, 62, 33, 64, 
FS101, COM, 35, 35, 40, 61, 
FS101, IND, 35, 50, 28, 54, 54
FS105, , 86, 90, 40, 93, 
FS105, IQU, 71, 70, 34, 76, 
FS105, COM, 64, 65, 37, 76, 
FS202, MEL, 30, 44, 38, 60, 
FS105, IQU, 57, 85, 33, 76, 
FS102, CEL, 30, 0, 0, 9, 
FS102, IQU, 70, 0, 0, 21, 
FS101, CEL, 40, 20, 37, 55, 
FS102, CEL, 50, 25, 40, 62, 
FS202, CEL, 10, 0, 0, 3, 
FS102, IQU, 30, 25, 40, 56, 
FS102, IND, 40, 0, 0, 12, 
FS105, COM, 43, 50, 40, 68, 
FS202, FIS, 50, 67, 0, 35, 
FS104, MEL, 100, 64, 40, 89, 
FS105, CEL, 71, 45, 0, 35, 
FS105, COM, 50, 85, 40, 80, 
FS107, MEL, 43, 47, 40, 67, 
FS105, MEL, 86, 90, 30, 83, 
FS103, MEL, 71, 93, 40, 89, 
FS105, CIV, 50, 80, 35, 74, 
FS202, MEL, 30, 33, 40, 60, 
FS202, MEL, 50, 56, 40, 72, 
FS105, CEL, 29, 25, 0, 16, 
FS105, COM, 50, 55, 0, 32, 
FS105, CEL, 29, 70, 37, 67, 
FS107, CEL, 43, 33, 40, 63, 
FS103, CIV, 64, 80, 37, 80, 
FS105, IND, 50, 35, 35, 60, 
FS107, CEL, 29, 47, 38, 61, 
FS105, IQU, 57, 75, 38, 78, 
FS101, CEL, 10, 25, 40, 50, 
FS202, CEL, 10, 22, 40, 50, 
FS108, CEL, 69, 50, 33, 69, 
FS202, CEL, 30, 33, 40, 60, 
FS102, COM, 40, 25, 0, 20, 54
FS102, CEL, 60, 8, 40, 60, 
FS101, TOP, 75, 65, 40, 82, 
FS109, TOP, 0, 57, 50, 78, 
FS105, MEL, 57, 75, 38, 78, 
FS107, MEL, 50, 100, 40, 85, 
FS102, IND, 0, 8, 40, 42, 
FS109, TOP, 0, 48, 40, 64, 
FS101, TOP, 45, 30, 37, 60, 
FS102, IND, 30, 50, 31, 55, 68
FS102, IND, 80, 0, 21, 45, 
FS102, INF, 50, 0, 40, 55, 
FS108, CEL, 77, 63, 40, 82, 
FS202, CEL, 40, 33, 40, 62, 
FS105, IND, 64, 70, 36, 76, 
FS102, IQU, 70, 0, 0, 21, 
FS103, CIV, 71, 80, 38, 83, 
FS102, QUI, 40, 42, 40, 65, 
FS103, CIV, 57, 73, 38, 77, 
FS108, CEL, 46, 75, 40, 76, 
FS103, CIV, 86, 60, 40, 84, 
FS107, CEL, 36, 40, 40, 63, 
FS105, CEL, 29, 25, 40, 56, 
FS107, MEL, 64, 33, 40, 69, 
FS105, MEL, 57, 50, 40, 72, 
FS102, INF, 30, 8, 0, 11, 
FS109, TOP, 0, 71, 50, 86, 
FS101, TOP, 40, 50, 29, 56, 50
FS202, MEL, 40, 45, 40, 66, 
FS102, IND, 40, 17, 0, 17, 
FS105, COM, 57, 25, 40, 65, 
FS104, MEL, 83, 57, 40, 82, 
FS108, CEL, 62, 69, 30, 69, 
FS202, CEL, 40, 33, 40, 62, 
FS104, CIV, 100, 86, 39, 95, 
FS108, CEL, 31, 75, 39, 71, 
FS202, CEL, 30, 56, 40, 66, 
FS102, IQU, 30, 0, 40, 49, 
FS102, QUI, 40, 8, 40, 54, 62
FS109, TOP, 0, 62, 50, 81, 
FS101, TOP, 55, 50, 22, 54, 
FS105, IQU, 79, 85, 40, 89, 
FS103, MEL, 29, 40, 30, 51, 56
FS108, CEL, 38, 75, 0, 34, 
FS202, CEL, 30, 22, 40, 56, 
FS101, INF, 30, 40, 39, 60, 
FS102, IQU, 60, 0, 40, 60, 
FS101, COM, 40, 30, 0, 21, 
FS109, CIV, 0, 76, 47, 85, 
FS101, CIV, 75, 75, 40, 85, 
FS104, CIV, 92, 100, 36, 94, 
FS102, IQU, 40, 25, 40, 60, 
FS104, CIV, 100, 50, 39, 84, 
FS105, COM, 0, 80, 40, 64, 
FS104, CIV, 92, 21, 38, 72, 
FS109, CIV, 0, 71, 50, 86, 
FS105, FIS, 29, 35, 38, 57, 55
FS101, CIV, 50, 70, 40, 76, 
FS109, CIV, 0, 67, 45, 78, 
FS109, QUI, 0, 33, 45, 62, 
FS105, IND, 57, 95, 40, 86, 
FS104, CIV, 100, 50, 40, 85, 
FS105, COM, 71, 55, 40, 78, 
FS102, IND, 60, 42, 40, 71, 
FS107, MEL, 43, 47, 40, 67, 
FS105, MEL, 14, 35, 40, 55, 62
FS101, CEL, 30, 60, 40, 67, 
FS102, CEL, 60, 33, 38, 66, 
FS105, CEL, 43, 20, 40, 60, 
FS107, CEL, 36, 100, 40, 81, 
FS105, CEL, 64, 40, 18, 49, 68
FS102, IQU, 80, 17, 40, 69, 
FS105, IQU, 50, 80, 40, 79, 
FS101, COM, 15, 0, 0, 4, 
FS108, CEL, 23, 0, 11, 18, 
FS202, CEL, 40, 20, 0, 18, 
FS105, MEL, 29, 70, 32, 62, 
FS109, CIV, 0, 76, 44, 82, 
FS101, CIV, 60, 45, 40, 72, 
FS104, CIV, 100, 93, 40, 98, 
FS102, TOP, 90, 33, 40, 77, 
FS202, CEL, 30, 0, 40, 49, 
FS102, QUI, 30, 17, 40, 54, 38
FS109, CEL, 0, 48, 36, 60, 
FS105, IQU, 64, 30, 40, 68, 
FS107, MEL, 93, 100, 40, 98, 
FS105, MEL, 86, 90, 40, 93, 
FS202, MEL, 50, 67, 40, 75, 
FS107, MEL, 57, 20, 40, 63, 
FS108, CEL, 62, 69, 33, 72, 
FS105, IND, 93, 85, 35, 88, 
FS103, CIV, 64, 27, 38, 65, 
FS105, COM, 79, 90, 38, 89, 
FS202, MEL, 30, 22, 40, 56, 91
FS202, MEL, 40, 44, 40, 65, 
FS105, COM, 57, 85, 40, 83, 
FS104, MEL, 92, 79, 40, 91, 
FS105, IQU, 36, 45, 30, 54, 
FS202, MEL, 30, 56, 40, 66, 
FS101, CIV, 50, 50, 40, 70, 
FS109, CIV, 0, 71, 50, 86, 
FS102, IQU, 60, 58, 38, 73, 
FS104, CIV, 92, 93, 40, 96, 
FS105, CIV, 21, 30, 40, 55, 
FS105, CEL, 50, 65, 40, 74, 
FS107, CEL, 36, 53, 38, 65, 
FS105, MEL, 86, 95, 40, 94, 
FS107, CEL, 21, 87, 40, 72, 
FS102, IND, 50, 25, 39, 62, 
FS104, CIV, 25, 36, 38, 56, 
FS102, IQU, 90, 50, 40, 82, 
FS202, CEL, 80, 56, 40, 81, 
FS105, MEL, 100, 50, 40, 85, 
FS102, IND, 70, 25, 40, 68, 
FS109, CIV, 0, 71, 50, 86, 
FS101, CIV, 35, 50, 40, 66, 
FS103, MEL, 64, 20, 40, 65, 
FS105, COM, 64, 65, 40, 79, 
FS105, CIV, 93, 70, 30, 79, 
FS105, IND, 50, 55, 40, 72, 
FS102, CEL, 60, 33, 39, 67, 
FS107, MEL, 29, 60, 40, 67, 
FS105, MEL, 36, 40, 38, 61, 
FS105, MEL, 79, 90, 40, 91, 
FS107, MEL, 71, 100, 40, 91, 
FS101, CEL, 30, 10, 28, 40, 
FS202, MEL, 40, 33, 37, 60, 
FS105, CEL, 7, 90, 40, 69, 
FS107, CEL, 36, 93, 37, 76, 
FS101, IQU, 35, 0, 31, 42, 
FS109, CEL, 0, 43, 34, 56, 
FS101, CEL, 35, 50, 40, 66, 
FS102, CEL, 60, 17, 36, 60, 
FS103, MEL, 93, 7, 30, 60, 
FS102, IND, 80, 17, 40, 69, 
FS102, COM, 80, 33, 40, 74, 
FS202, FIS, 90, 78, 0, 50, 
FS107, MEL, 50, 0, 40, 55, 70
FS109, CEL, 0, 43, 45, 66, 
FS202, MEL, 50, 33, 40, 65, 
FS101, TOP, 35, 45, 19, 43, 
FS109, TOP, 0, 52, 38, 64, 
FS102, COM, 50, 17, 20, 40, 
FS102, CEL, 0, 42, 40, 53, 
FS103, MEL, 36, 20, 37, 54, 
FS102, IQU, 90, 42, 37, 77, 
FS102, QUI, 80, 33, 40, 74, 
FS102, COM, 40, 42, 40, 65, 
FS102, IND, 70, 42, 40, 74, 
FS103, MEL, 43, 47, 25, 52, 
FS102, INF, 30, 25, 40, 56, 
FS109, CIV, 0, 48, 50, 74, 
FS104, MEL, 100, 100, 40, 100, 
FS101, CIV, 55, 50, 40, 72, 
FS109, CIV, 0, 62, 46, 77, 
FS103, MEL, 93, 40, 33, 73, 
FS102, IQU, 70, 50, 40, 76, 
FS102, COM, 80, 42, 40, 77, 
FS101, COM, 40, 60, 35, 65, 
FS105, COM, 100, 85, 40, 96, 
FS105, IQU, 50, 20, 40, 61, 
FS105, FIS, 93, 100, 30, 88, 
FS102, INF, 70, 33, 40, 71, 
FS102, COM, 80, 42, 40, 77, 
FS101, COM, 40, 35, 40, 62, 
FS102, IQU, 40, 42, 39, 64, 
FS102, COM, 50, 25, 35, 60, 
FS105, MEL, 21, 95, 35, 70, 
FS202, MEL, 0, 0, 4, 4, 
FS102, CEL, 50, 8, 20, 37, 60
FS104, MEL, 100, 79, 40, 94, 
FS102, COM, 50, 8, 30, 47, 53
FS104, CIV, 100, 79, 40, 94, 
FS105, QUI, 21, 75, 37, 66, 
FS104, CIV, 100, 93, 40, 98, 
FS105, IND, 36, 80, 40, 75, 
FS105, COM, 57, 15, 40, 62, 
FS103, CIV, 29, 53, 30, 55, 67
